employee_id,event_id,date,status,format
E012,EV028,2026-01-15,skipped,workshop
E012,EV029,2026-02-15,skipped,workshop
E012,EV030,2026-03-15,completed,workshop
E012,EV031,2026-04-15,skipped,course
E012,EV032,2026-05-15,skipped,course
E012,EV033,2026-06-15,completed,course
E012,EV034,2026-07-15,skipped,mentoring
E012,EV035,2026-08-15,skipped,mentoring
E013,EV013,2024-09-15,completed,course
E013,EV014,2024-10-15,skipped,course
E013,EV015,2024-11-15,skipped,course
E013,EV016,2024-12-15,completed,mentoring
E013,EV017,2025-01-15,skipped,mentoring
E013,EV018,2025-02-15,skipped,mentoring
E013,EV019,2025-03-15,completed,workshop
E013,EV020,2025-04-15,skipped,workshop
E013,EV021,2025-05-15,skipped,workshop
E013,EV022,2025-06-15,completed,course
E013,EV023,2025-07-15,skipped,course
E013,EV024,2025-08-15,skipped,course
E013,EV025,2025-09-15,completed,mentoring
E013,EV026,2025-10-15,skipped,mentoring
E013,EV027,2025-11-15,skipped,mentoring
E013,EV028,2025-12-15,completed,workshop
E013,EV029,2026-01-15,skipped,workshop
E013,EV030,2026-02-15,skipped,workshop
E013,EV031,2026-03-15,completed,course
E013,EV032,2026-04-15,skipped,course
E013,EV033,2026-05-15,skipped,course
E013,EV034,2026-06-15,completed,mentoring
E013,EV035,2026-07-15,skipped,mentoring
E013,EV036,2026-08-15,skipped,mentoring
E014,EV014,2024-09-15,completed,course
E014,EV015,2024-10-15,skipped,course
E014,EV016,2024-11-15,skipped,mentoring
E014,EV017,2024-12-15,completed,mentoring
E014,EV018,2025-01-15,skipped,mentoring
E014,EV019,2025-02-15,skipped,workshop
E014,EV020,2025-03-15,completed,workshop
E014,EV021,2025-04-15,skipped,workshop
E014,EV022,2025-05-15,skipped,course
E014,EV023,2025-06-15,completed,course
E014,EV024,2025-07-15,skipped,course
E014,EV025,2025-08-15,skipped,mentoring
E014,EV026,2025-09-15,completed,mentoring
E014,EV027,2025-10-15,skipped,mentoring
E014,EV028,2025-11-15,skipped,workshop
E014,EV029,2025-12-15,completed,workshop
E014,EV030,2026-01-15,skipped,workshop
E014,EV031,2026-02-15,skipped,course
E014,EV032,2026-03-15,completed,course
E014,EV033,2026-04-15,skipped,course
E014,EV034,2026-05-15,skipped,mentoring
E014,EV035,2026-06-15,completed,mentoring
E014,EV036,2026-07-15,skipped,mentoring
E014,EV037,2026-08-15,skipped,workshop
E015,EV015,2024-09-15,completed,course
E015,EV016,2024-10-15,skipped,mentoring
E015,EV017,2024-11-15,skipped,mentoring
E015,EV018,2024-12-15,completed,mentoring
E015,EV019,2025-01-15,skipped,workshop
E015,EV020,2025-02-15,skipped,workshop
E015,EV021,2025-03-15,completed,workshop
E015,EV022,2025-04-15,skipped,course
E015,EV023,2025-05-15,skipped,course
E015,EV024,2025-06-15,completed,course
E015,EV025,2025-07-15,skipped,mentoring
E015,EV026,2025-08-15,skipped,mentoring
E015,EV027,2025-09-15,completed,mentoring
E015,EV028,2025-10-15,skipped,workshop
E015,EV029,2025-11-15,skipped,workshop
E015,EV030,2025-12-15,completed,workshop
E015,EV031,2026-01-15,skipped,course
E015,EV032,2026-02-15,skipped,course
E015,EV033,2026-03-15,completed,course
E015,EV034,2026-04-15,skipped,mentoring
E015,EV035,2026-05-15,skipped,mentoring
E015,EV036,2026-06-15,completed,mentoring
E015,EV037,2026-07-15,skipped,workshop
E015,EV038,2026-08-15,skipped,workshop
E016,EV016,2024-09-15,completed,mentoring
E016,EV017,2024-10-15,skipped,mentoring
E016,EV018,2024-11-15,skipped,mentoring
E016,EV019,2024-12-15,completed,workshop
E016,EV020,2025-01-15,skipped,workshop
E016,EV021,2025-02-15,skipped,workshop
E016,EV022,2025-03-15,completed,course
E016,EV023,2025-04-15,skipped,course
E016,EV024,2025-05-15,skipped,course
E016,EV025,2025-06-15,completed,mentoring
E016,EV026,2025-07-15,skipped,mentoring
E016,EV027,2025-08-15,skipped,mentoring
E016,EV028,2025-09-15,completed,workshop
E016,EV029,2025-10-15,skipped,workshop
E016,EV030,2025-11-15,skipped,workshop
E016,EV031,2025-12-15,completed,course
E016,EV032,2026-01-15,skipped,course
E016,EV033,2026-02-15,skipped,course
E016,EV034,2026-03-15,completed,mentoring
E016,EV035,2026-04-15,skipped,mentoring
E016,EV036,2026-05-15,skipped,mentoring
E016,EV037,2026-06-15,completed,workshop
E016,EV038,2026-07-15,skipped,workshop
E016,EV039,2026-08-15,skipped,workshop
E017,EV017,2024-09-15,completed,mentoring
E017,EV018,2024-10-15,skipped,mentoring
E017,EV019,2024-11-15,skipped,workshop
E017,EV020,2024-12-15,completed,workshop
E017,EV021,2025-01-15,skipped,workshop
E017,EV022,2025-02-15,skipped,course
E017,EV023,2025-03-15,completed,course
E017,EV024,2025-04-15,skipped,course
E017,EV025,2025-05-15,skipped,mentoring
E017,EV026,2025-06-15,completed,mentoring
E017,EV027,2025-07-15,skipped,mentoring
E017,EV028,2025-08-15,skipped,workshop
E017,EV029,2025-09-15,completed,workshop
E017,EV030,2025-10-15,skipped,workshop
E017,EV031,2025-11-15,skipped,course
E017,EV032,2025-12-15,completed,course
E017,EV033,2026-01-15,skipped,course
E017,EV034,2026-02-15,skipped,mentoring
E017,EV035,2026-03-15,completed,mentoring
E017,EV036,2026-04-15,skipped,mentoring
E017,EV037,2026-05-15,skipped,workshop
E017,EV038,2026-06-15,completed,workshop
E017,EV039,2026-07-15,skipped,workshop
E017,EV040,2026-08-15,skipped,course
E018,EV018,2024-09-15,completed,mentoring
E018,EV019,2024-10-15,skipped,workshop
E018,EV020,2024-11-15,skipped,workshop
E018,EV021,2024-12-15,completed,workshop
E018,EV022,2025-01-15,skipped,course
E018,EV023,2025-02-15,skipped,course
E018,EV024,2025-03-15,completed,course
E018,EV025,2025-04-15,skipped,mentoring
E018,EV026,2025-05-15,skipped,mentoring
E018,EV027,2025-06-15,completed,mentoring
E018,EV028,2025-07-15,skipped,workshop
E018,EV029,2025-08-15,skipped,workshop
E018,EV030,2025-09-15,completed,workshop
E018,EV031,2025-10-15,skipped,course
E018,EV032,2025-11-15,skipped,course
E018,EV033,2025-12-15,completed,course
E018,EV034,2026-01-15,skipped,mentoring
E018,EV035,2026-02-15,skipped,mentoring
E018,EV036,2026-03-15,completed,mentoring
E018,EV037,2026-04-15,skipped,workshop
E018,EV038,2026-05-15,skipped,workshop
E018,EV039,2026-06-15,completed,workshop
E018,EV040,2026-07-15,skipped,course
E018,EV001,2026-08-15,skipped,workshop
E019,EV019,2024-09-15,completed,workshop
E019,EV020,2024-10-15,skipped,workshop
E019,EV021,2024-11-15,skipped,workshop
E019,EV022,2024-12-15,completed,course
E019,EV023,2025-01-15,skipped,course
E019,EV024,2025-02-15,skipped,course
E019,EV025,2025-03-15,completed,mentoring
E019,EV026,2025-04-15,skipped,mentoring
E019,EV027,2025-05-15,skipped,mentoring
E019,EV028,2025-06-15,completed,workshop
E019,EV029,2025-07-15,skipped,workshop
E019,EV030,2025-08-15,skipped,workshop
E019,EV031,2025-09-15,completed,course
E019,EV032,2025-10-15,skipped,course
E019,EV033,2025-11-15,skipped,course
E019,EV034,2025-12-15,completed,mentoring
E019,EV035,2026-01-15,skipped,mentoring
E019,EV036,2026-02-15,skipped,mentoring
E019,EV037,2026-03-15,completed,workshop
E019,EV038,2026-04-15,skipped,workshop
E019,EV039,2026-05-15,skipped,workshop
E019,EV040,2026-06-15,completed,course
E019,EV001,2026-07-15,skipped,workshop
E019,EV002,2026-08-15,skipped,workshop
E020,EV020,2024-09-15,completed,workshop
E020,EV021,2024-10-15,skipped,workshop
E020,EV022,2024-11-15,skipped,course
E020,EV023,2024-12-15,completed,course
E020,EV024,2025-01-15,skipped,course
E020,EV025,2025-02-15,skipped,mentoring
E020,EV026,2025-03-15,completed,mentoring
E020,EV027,2025-04-15,skipped,mentoring
E020,EV028,2025-05-15,skipped,workshop
E020,EV029,2025-06-15,completed,workshop
E020,EV030,2025-07-15,skipped,workshop
E020,EV031,2025-08-15,skipped,course
E020,EV032,2025-09-15,completed,course
E020,EV033,2025-10-15,skipped,course
E020,EV034,2025-11-15,skipped,mentoring
E020,EV035,2025-12-15,completed,mentoring
E020,EV036,2026-01-15,skipped,mentoring
E020,EV037,2026-02-15,skipped,workshop
E020,EV038,2026-03-15,completed,workshop
E020,EV039,2026-04-15,skipped,workshop
E020,EV040,2026-05-15,skipped,course
E020,EV001,2026-06-15,completed,workshop
E020,EV002,2026-07-15,skipped,workshop
E020,EV003,2026-08-15,skipped,workshop
E021,EV021,2024-09-15,completed,workshop
E021,EV022,2024-10-15,skipped,course
E021,EV023,2024-11-15,skipped,course
E021,EV024,2024-12-15,completed,course
E021,EV025,2025-01-15,skipped,mentoring
E021,EV026,2025-02-15,skipped,mentoring
E021,EV027,2025-03-15,completed,mentoring
E021,EV028,2025-04-15,skipped,workshop
E021,EV029,2025-05-15,skipped,workshop
E021,EV030,2025-06-15,completed,workshop
E021,EV031,2025-07-15,skipped,course
E021,EV032,2025-08-15,skipped,course
E021,EV033,2025-09-15,completed,course
E021,EV034,2025-10-15,skipped,mentoring
E021,EV035,2025-11-15,skipped,mentoring
E021,EV036,2025-12-15,completed,mentoring
E021,EV037,2026-01-15,skipped,workshop
E021,EV038,2026-02-15,skipped,workshop
E021,EV039,2026-03-15,completed,workshop
E021,EV040,2026-04-15,skipped,course
E021,EV001,2026-05-15,skipped,workshop
E021,EV002,2026-06-15,completed,workshop
E021,EV003,2026-07-15,skipped,workshop
E021,EV004,2026-08-15,skipped,course
E022,EV022,2024-09-15,completed,course
E022,EV023,2024-10-15,skipped,course
E022,EV024,2024-11-15,skipped,course
E022,EV025,2024-12-15,completed,mentoring
E022,EV026,2025-01-15,skipped,mentoring
E022,EV027,2025-02-15,skipped,mentoring
E022,EV028,2025-03-15,completed,workshop
E022,EV029,2025-04-15,skipped,workshop
E022,EV030,2025-05-15,skipped,workshop
E022,EV031,2025-06-15,completed,course
E022,EV032,2025-07-15,skipped,course
E022,EV033,2025-08-15,skipped,course
E022,EV034,2025-09-15,completed,mentoring
E022,EV035,2025-10-15,skipped,mentoring
E022,EV036,2025-11-15,skipped,mentoring
E022,EV037,2025-12-15,completed,workshop
E022,EV038,2026-01-15,skipped,workshop
E022,EV039,2026-02-15,skipped,workshop
E022,EV040,2026-03-15,completed,course
E022,EV001,2026-04-15,skipped,workshop
E022,EV002,2026-05-15,skipped,workshop
E022,EV003,2026-06-15,completed,workshop
E022,EV004,2026-07-15,skipped,course
E022,EV005,2026-08-15,skipped,course
E023,EV023,2024-09-15,completed,course
E023,EV024,2024-10-15,skipped,course
E023,EV025,2024-11-15,skipped,mentoring
E023,EV026,2024-12-15,completed,mentoring
E023,EV027,2025-01-15,skipped,mentoring
E023,EV028,2025-02-15,skipped,workshop
E023,EV029,2025-03-15,completed,workshop
E023,EV030,2025-04-15,skipped,workshop
E023,EV031,2025-05-15,skipped,course
E023,EV032,2025-06-15,completed,course
E023,EV033,2025-07-15,skipped,course
E023,EV034,2025-08-15,skipped,mentoring
E023,EV035,2025-09-15,completed,mentoring
E023,EV036,2025-10-15,skipped,mentoring
E023,EV037,2025-11-15,skipped,workshop
E023,EV038,2025-12-15,completed,workshop
E023,EV039,2026-01-15,skipped,workshop
E023,EV040,2026-02-15,skipped,course
E023,EV001,2026-03-15,completed,workshop
E023,EV002,2026-04-15,skipped,workshop
E023,EV003,2026-05-15,skipped,workshop
E023,EV004,2026-06-15,completed,course
E023,EV005,2026-07-15,skipped,course
E023,EV006,2026-08-15,skipped,course
E024,EV024,2024-09-15,completed,course
E024,EV025,2024-10-15,skipped,mentoring
E024,EV026,2024-11-15,skipped,mentoring
E024,EV027,2024-12-15,completed,mentoring
E024,EV028,2025-01-15,skipped,workshop
E024,EV029,2025-02-15,skipped,workshop
E024,EV030,2025-03-15,completed,workshop
E024,EV031,2025-04-15,skipped,course
E024,EV032,2025-05-15,skipped,course
E024,EV033,2025-06-15,completed,course
E024,EV034,2025-07-15,skipped,mentoring
E024,EV035,2025-08-15,skipped,mentoring
E024,EV036,2025-09-15,completed,mentoring
E024,EV037,2025-10-15,skipped,workshop
E024,EV038,2025-11-15,skipped,workshop
E024,EV039,2025-12-15,completed,workshop
E024,EV040,2026-01-15,skipped,course
E024,EV001,2026-02-15,skipped,workshop
E024,EV002,2026-03-15,completed,workshop
E024,EV003,2026-04-15,skipped,workshop
E024,EV004,2026-05-15,skipped,course
E024,EV005,2026-06-15,completed,course
E024,EV006,2026-07-15,skipped,course
E024,EV007,2026-08-15,skipped,mentoring
E025,EV025,2024-09-15,completed,mentoring
E025,EV026,2024-10-15,skipped,mentoring
E025,EV027,2024-11-15,skipped,mentoring
E025,EV028,2024-12-15,completed,workshop
E025,EV029,2025-01-15,skipped,workshop
E025,EV030,2025-02-15,skipped,workshop
E025,EV031,2025-03-15,completed,course
E025,EV032,2025-04-15,skipped,course
E025,EV033,2025-05-15,skipped,course
E025,EV034,2025-06-15,completed,mentoring
E025,EV035,2025-07-15,skipped,mentoring
E025,EV036,2025-08-15,skipped,mentoring
E025,EV037,2025-09-15,completed,workshop
E025,EV038,2025-10-15,skipped,workshop
E025,EV039,2025-11-15,skipped,workshop
E025,EV040,2025-12-15,completed,course
E025,EV001,2026-01-15,skipped,workshop
E025,EV002,2026-02-15,skipped,workshop
E025,EV003,2026-03-15,completed,workshop
E025,EV004,2026-04-15,skipped,course
E025,EV005,2026-05-15,skipped,course
E025,EV006,2026-06-15,completed,course
E025,EV007,2026-07-15,skipped,mentoring
E025,EV008,2026-08-15,skipped,mentoring
E026,EV026,2024-09-15,completed,mentoring
E026,EV027,2024-10-15,skipped,mentoring
E026,EV028,2024-11-15,skipped,workshop
E026,EV029,2024-12-15,completed,workshop
E026,EV030,2025-01-15,skipped,workshop
E026,EV031,2025-02-15,skipped,course
E026,EV032,2025-03-15,completed,course
E026,EV033,2025-04-15,skipped,course
E026,EV034,2025-05-15,skipped,mentoring
E026,EV035,2025-06-15,completed,mentoring
E026,EV036,2025-07-15,skipped,mentoring
E026,EV037,2025-08-15,skipped,workshop
E026,EV038,2025-09-15,completed,workshop
E026,EV039,2025-10-15,skipped,workshop
E026,EV040,2025-11-15,skipped,course
E026,EV001,2025-12-15,completed,workshop
E026,EV002,2026-01-15,skipped,workshop
E026,EV003,2026-02-15,skipped,workshop
E026,EV004,2026-03-15,completed,course
E026,EV005,2026-04-15,skipped,course
E026,EV006,2026-05-15,skipped,course
E026,EV007,2026-06-15,completed,mentoring
E026,EV008,2026-07-15,skipped,mentoring
E026,EV009,2026-08-15,skipped,mentoring
E027,EV027,2024-09-15,completed,mentoring
E027,EV028,2024-10-15,skipped,workshop
E027,EV029,2024-11-15,skipped,workshop
E027,EV030,2024-12-15,completed,workshop
E027,EV031,2025-01-15,skipped,course
E027,EV032,2025-02-15,skipped,course
E027,EV033,2025-03-15,completed,course
E027,EV034,2025-04-15,skipped,mentoring
E027,EV035,2025-05-15,skipped,mentoring
E027,EV036,2025-06-15,completed,mentoring
E027,EV037,2025-07-15,skipped,workshop
E027,EV038,2025-08-15,skipped,workshop
E027,EV039,2025-09-15,completed,workshop
E027,EV040,2025-10-15,skipped,course
E027,EV001,2025-11-15,skipped,workshop
E027,EV002,2025-12-15,completed,workshop
E027,EV003,2026-01-15,skipped,workshop
E027,EV004,2026-02-15,skipped,course
E027,EV005,2026-03-15,completed,course
E027,EV006,2026-04-15,skipped,course
E027,EV007,2026-05-15,skipped,mentoring
E027,EV008,2026-06-15,completed,mentoring
E027,EV009,2026-07-15,skipped,mentoring
E027,EV010,2026-08-15,skipped,workshop
E028,EV028,2024-09-15,completed,workshop
E028,EV029,2024-10-15,skipped,workshop
E028,EV030,2024-11-15,skipped,workshop
E028,EV031,2024-12-15,completed,course
E028,EV032,2025-01-15,skipped,course
E028,EV033,2025-02-15,skipped,course
E028,EV034,2025-03-15,completed,mentoring
